transaction_hash,from_address,to_address,value_ether,gas_price_gwei,gas_used,slippage,profitability
0x000362035c2ef5950e,0x0001a28126317127c1,0x0002d730d1238d1232,8.026600483216944,91.64494262583658,30158.625653740186,8.00726018949403,non-profitable
0x000b63f46ac799d447,0x00097b54df1587760c,0x0009cd2c751da0fac8,9.972381761136123,64.58214311514354,62681.68168082087,47.44584353127248,profitable
0x000941aebc98cb2c14,0x000b2f04708f51f4e8,0x000cd19d7827819e26,0.30123002728859877,30.775722934765266,109068.30956834281,0.9979135042171149,profitable
0x0007f0d66672221879,0x0001be88101da7f167,0x0009564c53a34be9c5,8.973761292043529,89.54870662809768,76532.11579030215,8.47753067647889,non-profitable
0x0007ef41d21997f4d6,0x0002827cde606f1b61,0x0007072e0187ad865c,6.2266827054529825,64.27511862746917,53535.683999253764,80.76277933042795,non-profitable
0x000dbdb857556ded74,0x00024e32bb025291bf,0x00010276a5d43a8182,9.733852809029047,118.1529960852642,111239.77870340046,77.14756301261578,non-profitable
0x0009e2ac632492eb67,0x000a3c7b57d194f96c,0x0008b2178ffdc36d5d,4.65063016574675,32.87355183245802,78782.9530271652,91.51396690166919,non-profitable
0x0005443e97a6a0a082,0x0007a3f2a220e203ef,0x0004631927d1ec5901,8.474031917783165,100.1793373566949,67201.26812804124,85.45168907563904,non-profitable
0x00054506950e70fd34,0x000b631545488929d2,0x0002ff3450b1e3cfa8,0.6248782919141741,142.97690850072786,104053.38972182816,68.31787314841857,non-profitable
0x00084c0301b8d4e957,0x0002d2b99d04b7adc6,0x000c0a6ffd8851710b,3.353455221732879,50.92911205337994,44857.88219670899,5.234233397208984,non-profitable
0x00051af5ebf044fd9d,0x000a9072496ea754e8,0x000b87c9a272e808ea,0.6710983609743485,86.59793889007145,187066.4862204979,78.28507895004776,non-profitable
0x00065bdb2500330981,0x000686a4dfd71233e1,0x000c6a8740159abd36,9.753455991657226,40.97063901805658,176318.6755275438,84.55123557324521,profitable
0x000656701501cf18fc,0x000784ef3e6464059b,0x0003c35f2c663d07ce,8.169922098811096,105.08182947136231,147664.08484755582,79.90841549504968,profitable
0x000a8dfe308657a1da,0x0001f3823b2df3894e,0x000b327bd9e8fe9564,8.525621665038459,96.06380167154707,40012.27513833366,50.8483950517673,non-profitable
0x000ca2643a665d49fe,0x000a3e13dcc9ef4115,0x0007d9d0de77739b98,9.379714349107509,78.88386290553987,159882.02855007505,23.290950963109516,non-profitable
0x0003b5dea90bf247ff,0x000019475fc556b1e3,0x000aab1d16d114c597,0.8519497577117338,92.56524257684895,165624.3617315144,84.53315223889699,profitable
0x000ac9fddbf9480abb,0x00015dc4f1f2821d43,0x0006fc95f811401d25,3.8565903275408204,137.58895901628122,158429.86657086643,72.71655381120411,profitable
0x000dc9e3cf3b96e70e,0x000d0bf2da2a97b8bf,0x000879871b632c2914,0.7112778555509773,53.555316277328046,41399.89379434417,98.07613667771076,non-profitable
0x0004c100bd1731fbbd,0x00054ac410c55f3a0b,0x00014735b5da12446a,2.1087202223987362,32.707741404641666,136259.52431512988,15.570104082995535,profitable
0x0009014aae9e4e8bbd,0x00013de395b564f990,0x000c478a6213de8dac,2.294428404599686,133.39978616389212,170344.13843914235,22.567232640622453,non-profitable
0x00031dd23261e9076b,0x0005091f89793c2375,0x00067f61768ae38848,4.69160300326474,99.25404988654878,124346.25881832052,21.180603190000387,non-profitable
0x0003a4de36fbb504f3,0x00088bcac00ed3e015,0x0009faee79971cf41d,2.6863531123689723,136.8790146554211,136706.92016582793,79.25418422236605,non-profitable
0x0007a87b3f777dc5f8,0x000bb5bffada37d8d1,0x0002488cbb39ed6d6b,1.010680090070793,101.63342680958071,103047.0628173088,18.691542737715366,non-profitable
0x000be42c82dc250de4,0x00093692bfad11c2ae,0x000c62a761625d871f,1.6757433998519828,127.2193307951643,115638.61025924541,6.666916322500786,non-profitable
0x000b880f32ae28a286,0x000808611c722a52cb,0x00028a45c2733b48c2,1.473608359957357,81.56080360261775,27153.457644958813,99.85608209775627,non-profitable
0x000ba778147353eb48,0x00014d54e2982a53b3,0x000b89349b944accab,9.730794902325071,119.98319175459226,135374.38093321794,2.482696327303469,non-profitable
0x0000a738a603655511,0x00021d897c623469cb,0x000aa89b4ec264d428,7.593165776677818,139.56497602678272,35579.051107517495,83.5245707718264,non-profitable
0x0002ea2983f1342258,0x00064b540610cce01c,0x0001a14167e3c03c4a,9.67764689123035,98.65475564666475,98867.61238689999,36.53731878822372,non-profitable
0x000733a93b9033a80d,0x0005a9e38ad24eac20,0x00050afa2f0326ba9f,4.397965124592578,51.694218067485544,73385.262482466,84.16170436032176,profitable
0x0009010a343b1bdb81,0x0002d81e855f307b6e,0x0009dfff3807050475,2.7844064481449036,62.25571380362378,118631.60308789664,55.46249450062328,profitable
0x0000add56eaeea5bbb,0x000d17b84ed19bef9f,0x0004a146636499f57b,7.983133678894658,53.83734922768869,44881.52405865407,90.16322131740652,profitable
0x0008cdafae2c61a022,0x0005396bb240a469ca,0x00003b4fa0869ba797,3.2632129264934266,59.62284331148795,144804.16895322397,92.61937244847626,profitable
0x0008c938cd641c8c50,0x000226ae1928b02de1,0x000ab759b72a669e9b,2.9945343536797777,66.76985392212435,163307.06511019618,0.9108090298963188,non-profitable
0x00023f67a32ea70631,0x00060c65ad77f232e1,0x0004810cc30b7699a4,2.325827416086104,96.61605441038262,50240.44650402501,7.542142187102834,non-profitable
0x00099b0f67c15f5d83,0x000d1a37d01a295c62,0x0003dd6637c30c5340,1.2976601032641293,100.55899553565993,39672.0426359869,25.036622598355976,non-profitable
0x0005232d85353baa35,0x00038e198cdaad7de8,0x00088b6cc0f2574a2e,2.565374147106643,81.17996966902334,47047.27141893729,66.9318723209338,non-profitable
0x000bf534699154cf03,0x0009e3402686eb0d0e,0x00078aac9356fb1712,3.553842164990403,103.85049357850025,178005.83357983181,88.82733137895409,non-profitable
0x000836b2bed79ff991,0x000b78a376d36f8b1c,0x000683be9c8469ccc9,6.740268087249159,39.78899107336391,115545.87785438776,45.99473518744498,non-profitable
0x00066f1ad97323162b,0x000195289c4c62444a,0x0005549dbb61004391,0.6265858573522963,40.5345884469792,104639.71828534297,60.697704654310265,non-profitable
0x00008300a1652890c9,0x0008845b73d706c71f,0x00030c07db01b7c5a2,2.105858889713764,50.619535242919014,40101.415619321415,18.85079677970332,profitable
0x00051367bded3983e3,0x000516ec81c5d7b6ae,0x000731d5aa62c8abee,8.090427379276472,92.16929976484137,137270.52520949615,80.49687842133466,profitable
0x00090ff90dba2e7f5e,0x00078e0c15219f2dca,0x00025bb5decaae2dda,1.4700723139141239,55.67936144379763,176371.9269492211,96.73284380723562,non-profitable
0x000bfff32f53982d0e,0x0005f4561ade38cec2,0x0008dd707d9892b98a,3.427108820078693,63.99412841910928,169245.27060889808,26.86062469252683,non-profitable
0x0006a771c792089dcd,0x00036bcb50f696ad7d,0x000d57c725d8de223f,8.646724559659543,78.03754034075928,133063.79290756345,49.48310033410303,profitable
